test,device,signal,value,timestamp,delta
1,,,,,
,raspberry-pi,gpio6,1,2026-04-16T09:47:15.541Z,241
,raspberry-pi,gpio6,0,2026-04-16T09:47:15.547Z,47
,raspberry-pi,gpio6,1,2026-04-16T09:47:15.699Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:47:15.705Z,151
,raspberry-pi,gpio6,1,2026-04-16T09:47:15.735Z,30
,raspberry-pi,gpio6,0,2026-04-16T09:47:15.742Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:47:15.773Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:47:15.804Z,32
,raspberry-pi,gpio6,1,2026-04-16T09:47:16.285Z,30
,raspberry-pi,gpio6,0,2026-04-16T09:47:16.428Z,487
,raspberry-pi,gpio5,1,2026-04-16T09:47:16.981Z,18531
,raspberry-pi,gpio5,0,2026-04-16T09:47:17.045Z,557
,raspberry-pi,gpio26,0,2026-04-16T09:47:17.050Z,3719
,raspberry-pi,gpio17,0,2026-04-16T09:47:22.306Z,11808
,raspberry-pi,gpio17,1,2026-04-16T09:47:29.576Z,7275
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.341Z,17298
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.572Z,759
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.626Z,225
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.630Z,53
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.635Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.639Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.661Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.665Z,21
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.780Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.843Z,117
,raspberry-pi,gpio6,1,2026-04-16T09:47:34.865Z,61
,raspberry-pi,gpio6,0,2026-04-16T09:47:34.899Z,23
,raspberry-pi,gpio26,1,2026-04-16T09:47:35.359Z,18308
,raspberry-pi,gpio6,1,2026-04-16T09:47:35.387Z,516
,raspberry-pi,gpio6,0,2026-04-16T09:47:35.531Z,6
,raspberry-pi,gpio5,1,2026-04-16T09:47:36.047Z,19058
,raspberry-pi,gpio5,0,2026-04-16T09:47:36.134Z,9
,raspberry-pi,gpio26,0,2026-04-16T09:47:36.145Z,781
,raspberry-pi,gpio17,0,2026-04-16T09:47:41.181Z,11581
,raspberry-pi,gpio17,1,2026-04-16T09:47:48.740Z,7581
,raspberry-pi,gpio6,1,2026-04-16T09:47:53.438Z,17362
,raspberry-pi,gpio6,0,2026-04-16T09:47:53.686Z,692
,raspberry-pi,gpio5,1,2026-04-16T09:47:53.888Z,17832
,raspberry-pi,gpio6,1,2026-04-16T09:47:53.898Z,450
,raspberry-pi,gpio5,0,2026-04-16T09:47:53.915Z,15
,raspberry-pi,gpio6,0,2026-04-16T09:47:53.935Z,23
,raspberry-pi,gpio6,1,2026-04-16T09:47:53.975Z,20
,raspberry-pi,gpio6,0,2026-04-16T09:47:53.988Z,41
,raspberry-pi,gpio6,1,2026-04-16T09:47:54.002Z,10
,raspberry-pi,gpio6,0,2026-04-16T09:47:54.006Z,15
,raspberry-pi,gpio6,1,2026-04-16T09:47:54.018Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:47:54.030Z,12
,raspberry-pi,gpio6,1,2026-04-16T09:47:54.034Z,10
,raspberry-pi,gpio6,0,2026-04-16T09:47:54.057Z,4
,raspberry-pi,gpio26,1,2026-04-16T09:47:54.449Z,18309
,raspberry-pi,gpio6,1,2026-04-16T09:47:54.479Z,421
,raspberry-pi,gpio6,0,2026-04-16T09:47:54.637Z,26
,raspberry-pi,gpio5,1,2026-04-16T09:47:54.650Z,739
,raspberry-pi,gpio5,0,2026-04-16T09:47:54.678Z,15
,raspberry-pi,gpio26,0,2026-04-16T09:47:54.989Z,235
,raspberry-pi,gpio26,1,2026-04-16T09:47:55.022Z,339
,raspberry-pi,gpio26,0,2026-04-16T09:47:55.081Z,8
,raspberry-pi,gpio26,1,2026-04-16T09:47:55.087Z,56
,raspberry-pi,gpio5,1,2026-04-16T09:47:55.175Z,518
,raspberry-pi,gpio26,0,2026-04-16T09:47:55.222Z,97
,raspberry-pi,gpio5,0,2026-04-16T09:47:55.232Z,52
,raspberry-pi,gpio17,0,2026-04-16T09:48:00.548Z,11506
,raspberry-pi,gpio17,1,2026-04-16T09:48:07.778Z,7534
,raspberry-pi,gpio26,1,2026-04-16T09:48:10.968Z,15785
,raspberry-pi,gpio6,1,2026-04-16T09:48:12.532Z,17497
,raspberry-pi,gpio6,0,2026-04-16T09:48:12.810Z,558
,raspberry-pi,gpio6,1,2026-04-16T09:48:12.819Z,275
,raspberry-pi,gpio6,0,2026-04-16T09:48:12.851Z,10
,raspberry-pi,gpio6,1,2026-04-16T09:48:13.019Z,31
,raspberry-pi,gpio6,0,2026-04-16T09:48:13.032Z,170
,raspberry-pi,gpio6,1,2026-04-16T09:48:13.061Z,11
,raspberry-pi,gpio6,0,2026-04-16T09:48:13.084Z,31
,raspberry-pi,gpio6,1,2026-04-16T09:48:13.089Z,20
,raspberry-pi,gpio6,0,2026-04-16T09:48:13.093Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:48:13.565Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:48:13.711Z,477
,raspberry-pi,gpio5,1,2026-04-16T09:48:13.777Z,18489
,raspberry-pi,gpio5,0,2026-04-16T09:48:14.025Z,70
,raspberry-pi,gpio5,1,2026-04-16T09:48:14.273Z,244
,raspberry-pi,gpio5,0,2026-04-16T09:48:14.321Z,252
,raspberry-pi,gpio26,0,2026-04-16T09:48:14.333Z,3357
,raspberry-pi,gpio17,0,2026-04-16T09:48:19.469Z,11567
,raspberry-pi,gpio17,1,2026-04-16T09:48:26.905Z,7560
,raspberry-pi,gpio26,1,2026-04-16T09:48:29.638Z,15313
,raspberry-pi,gpio6,1,2026-04-16T09:48:31.635Z,17075
,raspberry-pi,gpio6,0,2026-04-16T09:48:31.860Z,993
,raspberry-pi,gpio6,1,2026-04-16T09:48:31.870Z,220
,raspberry-pi,gpio6,0,2026-04-16T09:48:31.899Z,12
,raspberry-pi,gpio6,1,2026-04-16T09:48:31.904Z,27
,raspberry-pi,gpio6,0,2026-04-16T09:48:31.934Z,7
,raspberry-pi,gpio6,1,2026-04-16T09:48:31.939Z,28
,raspberry-pi,gpio6,0,2026-04-16T09:48:31.943Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:48:32.075Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:48:32.143Z,136
,raspberry-pi,gpio6,1,2026-04-16T09:48:32.153Z,64
,raspberry-pi,gpio6,0,2026-04-16T09:48:32.185Z,11
,raspberry-pi,gpio6,1,2026-04-16T09:48:32.661Z,31
,raspberry-pi,gpio6,0,2026-04-16T09:48:32.778Z,481
,raspberry-pi,gpio6,1,2026-04-16T09:48:32.792Z,112
,raspberry-pi,gpio6,0,2026-04-16T09:48:32.811Z,16
,raspberry-pi,gpio5,1,2026-04-16T09:48:33.373Z,19090
,raspberry-pi,gpio5,0,2026-04-16T09:48:33.423Z,10
,raspberry-pi,gpio26,0,2026-04-16T09:48:33.470Z,3789
,raspberry-pi,gpio17,0,2026-04-16T09:48:38.542Z,11603
,raspberry-pi,gpio26,1,2026-04-16T09:48:45.769Z,12132
,raspberry-pi,gpio17,1,2026-04-16T09:48:45.955Z,7448
,raspberry-pi,gpio17,0,2026-04-16T09:48:50.904Z,4014
,raspberry-pi,gpio6,1,2026-04-16T09:48:59.078Z,26125
,raspberry-pi,gpio6,0,2026-04-16T09:48:59.246Z,166
,raspberry-pi,gpio6,1,2026-04-16T09:48:59.644Z,162
,raspberry-pi,gpio26,0,2026-04-16T09:49:02.590Z,16095
,raspberry-pi,gpio6,0,2026-04-16T09:49:46.972Z,47406
,raspberry-pi,gpio22,0,2026-04-16T09:51:03.084Z,300973
,raspberry-pi,gpio25,1,2026-04-16T09:51:03.092Z,300973
,raspberry-pi,gpio6,1,2026-04-16T09:51:27.242Z,100473
,raspberry-pi,gpio26,1,2026-04-16T09:51:29.352Z,147599
,raspberry-pi,gpio6,0,2026-04-16T09:51:29.418Z,2234
,raspberry-pi,gpio26,0,2026-04-16T09:51:29.423Z,111
,raspberry-pi,gpio6,1,2026-04-16T09:51:42.394Z,12080
,raspberry-pi,gpio26,1,2026-04-16T09:51:43.776Z,14412
,raspberry-pi,gpio6,0,2026-04-16T09:51:43.838Z,2340
,raspberry-pi,gpio26,0,2026-04-16T09:51:43.845Z,67
,raspberry-pi,gpio17,1,2026-04-16T09:51:52.154Z,182185
,raspberry-pi,gpio6,1,2026-04-16T09:51:55.437Z,11384
,raspberry-pi,gpio6,0,2026-04-16T09:51:55.721Z,277
,raspberry-pi,gpio6,1,2026-04-16T09:51:55.881Z,436
,raspberry-pi,gpio6,0,2026-04-16T09:51:55.889Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:51:55.907Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:51:55.916Z,20
,raspberry-pi,gpio6,1,2026-04-16T09:51:55.923Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:51:55.936Z,8
,raspberry-pi,gpio6,1,2026-04-16T09:51:55.949Z,11
,raspberry-pi,gpio6,0,2026-04-16T09:51:55.983Z,16
,raspberry-pi,gpio26,1,2026-04-16T09:51:56.431Z,12588
,raspberry-pi,gpio6,1,2026-04-16T09:51:56.458Z,486
,raspberry-pi,gpio6,0,2026-04-16T09:51:56.605Z,25
,raspberry-pi,gpio26,0,2026-04-16T09:51:56.972Z,179
,raspberry-pi,gpio26,1,2026-04-16T09:51:57.072Z,366
,raspberry-pi,gpio26,0,2026-04-16T09:51:57.164Z,106
,raspberry-pi,gpio5,1,2026-04-16T09:51:57.170Z,203787
,raspberry-pi,gpio5,0,2026-04-16T09:51:57.224Z,7
,raspberry-pi,gpio17,0,2026-04-16T09:52:02.275Z,10111
,raspberry-pi,gpio17,1,2026-04-16T09:52:09.793Z,7528
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.538Z,17344
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.809Z,738
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.836Z,266
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.842Z,28
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.857Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.867Z,16
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.891Z,8
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.918Z,26
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.965Z,25
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.970Z,47
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.976Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:52:14.995Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:52:14.999Z,17
,raspberry-pi,gpio6,0,2026-04-16T09:52:15.013Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:52:15.021Z,15
,raspberry-pi,gpio6,0,2026-04-16T09:52:15.046Z,8
,raspberry-pi,gpio6,1,2026-04-16T09:52:15.054Z,26
,raspberry-pi,gpio6,0,2026-04-16T09:52:15.076Z,6
,raspberry-pi,gpio26,1,2026-04-16T09:52:15.511Z,18429
,raspberry-pi,gpio6,1,2026-04-16T09:52:15.543Z,461
,raspberry-pi,gpio6,0,2026-04-16T09:52:15.673Z,32
,raspberry-pi,gpio6,1,2026-04-16T09:52:15.688Z,124
,raspberry-pi,gpio6,0,2026-04-16T09:52:15.698Z,17
,raspberry-pi,gpio26,0,2026-04-16T09:52:16.058Z,191
,raspberry-pi,gpio26,1,2026-04-16T09:52:16.165Z,463
,raspberry-pi,gpio26,0,2026-04-16T09:52:16.256Z,10
,raspberry-pi,gpio5,1,2026-04-16T09:52:16.261Z,19085
,raspberry-pi,gpio5,0,2026-04-16T09:52:16.318Z,8
,raspberry-pi,gpio17,0,2026-04-16T09:52:21.398Z,11597
,raspberry-pi,gpio17,1,2026-04-16T09:52:28.878Z,7487
,raspberry-pi,gpio6,1,2026-04-16T09:52:33.641Z,17199
,raspberry-pi,gpio6,0,2026-04-16T09:52:33.881Z,757
,raspberry-pi,gpio6,1,2026-04-16T09:52:34.098Z,448
,raspberry-pi,gpio6,0,2026-04-16T09:52:34.104Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:52:34.108Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:52:34.142Z,7
,raspberry-pi,gpio6,1,2026-04-16T09:52:34.159Z,32
,raspberry-pi,gpio6,0,2026-04-16T09:52:34.175Z,18
,raspberry-pi,gpio26,1,2026-04-16T09:52:34.602Z,18427
,raspberry-pi,gpio6,1,2026-04-16T09:52:34.633Z,447
,raspberry-pi,gpio6,0,2026-04-16T09:52:34.756Z,26
,raspberry-pi,gpio6,1,2026-04-16T09:52:34.764Z,125
,raspberry-pi,gpio6,0,2026-04-16T09:52:34.780Z,7
,raspberry-pi,gpio5,1,2026-04-16T09:52:35.274Z,19005
,raspberry-pi,gpio26,0,2026-04-16T09:52:35.409Z,680
,raspberry-pi,gpio5,0,2026-04-16T09:52:35.415Z,140
,raspberry-pi,gpio17,0,2026-04-16T09:52:40.281Z,10547
,raspberry-pi,gpio17,1,2026-04-16T09:52:47.953Z,8528
,raspberry-pi,gpio6,1,2026-04-16T09:52:52.740Z,17198
,raspberry-pi,gpio6,0,2026-04-16T09:52:52.921Z,782
,raspberry-pi,gpio6,1,2026-04-16T09:52:52.970Z,176
,raspberry-pi,gpio6,0,2026-04-16T09:52:52.993Z,50
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.011Z,25
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.018Z,16
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.023Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.040Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.162Z,15
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.168Z,123
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.197Z,8
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.218Z,29
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.235Z,18
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.284Z,19
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.289Z,48
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.339Z,6
,raspberry-pi,gpio26,1,2026-04-16T09:52:53.688Z,18406
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.727Z,403
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.844Z,35
,raspberry-pi,gpio6,1,2026-04-16T09:52:53.861Z,118
,raspberry-pi,gpio6,0,2026-04-16T09:52:53.873Z,17
,raspberry-pi,gpio5,1,2026-04-16T09:52:53.970Z,18463
,raspberry-pi,gpio5,0,2026-04-16T09:52:54.111Z,101
,raspberry-pi,gpio5,1,2026-04-16T09:52:54.445Z,138
,raspberry-pi,gpio26,0,2026-04-16T09:52:54.508Z,765
,raspberry-pi,gpio5,0,2026-04-16T09:52:54.513Z,397
,raspberry-pi,gpio17,0,2026-04-16T09:52:59.536Z,11572
,raspberry-pi,gpio17,1,2026-04-16T09:53:07.063Z,7538
,raspberry-pi,gpio26,1,2026-04-16T09:53:10.192Z,15623
,raspberry-pi,gpio6,1,2026-04-16T09:53:11.837Z,17337
,raspberry-pi,gpio6,0,2026-04-16T09:53:12.240Z,641
,raspberry-pi,gpio5,1,2026-04-16T09:53:12.282Z,17769
,raspberry-pi,gpio5,0,2026-04-16T09:53:12.303Z,8
,raspberry-pi,gpio6,1,2026-04-16T09:53:12.353Z,461
,raspberry-pi,gpio6,0,2026-04-16T09:53:12.379Z,52
,raspberry-pi,gpio6,1,2026-04-16T09:53:12.822Z,24
,raspberry-pi,gpio6,0,2026-04-16T09:53:12.965Z,446
,raspberry-pi,gpio5,1,2026-04-16T09:53:13.143Z,682
,raspberry-pi,gpio5,0,2026-04-16T09:53:13.255Z,179
,raspberry-pi,gpio5,1,2026-04-16T09:53:13.534Z,383
,raspberry-pi,gpio5,0,2026-04-16T09:53:13.607Z,8
,raspberry-pi,gpio26,0,2026-04-16T09:53:13.615Z,3535
,raspberry-pi,gpio17,0,2026-04-16T09:53:18.628Z,11564
,raspberry-pi,gpio17,1,2026-04-16T09:53:26.170Z,7544
,raspberry-pi,gpio6,1,2026-04-16T09:53:30.936Z,17356
,raspberry-pi,gpio6,0,2026-04-16T09:53:31.153Z,759
,raspberry-pi,gpio6,1,2026-04-16T09:53:31.159Z,215
,raspberry-pi,gpio6,0,2026-04-16T09:53:31.375Z,7
,raspberry-pi,gpio6,1,2026-04-16T09:53:31.394Z,213
,raspberry-pi,gpio6,0,2026-04-16T09:53:31.478Z,20
,raspberry-pi,gpio26,1,2026-04-16T09:53:31.880Z,18268
,raspberry-pi,gpio6,1,2026-04-16T09:53:31.917Z,490
,raspberry-pi,gpio6,0,2026-04-16T09:53:32.068Z,35
,raspberry-pi,gpio26,0,2026-04-16T09:53:32.434Z,196
,raspberry-pi,gpio26,1,2026-04-16T09:53:32.546Z,364
,raspberry-pi,gpio5,1,2026-04-16T09:53:32.632Z,19090
,raspberry-pi,gpio26,0,2026-04-16T09:53:32.637Z,193
,raspberry-pi,gpio5,0,2026-04-16T09:53:32.703Z,11
,raspberry-pi,gpio17,0,2026-04-16T09:53:37.730Z,11546
,raspberry-pi,gpio17,1,2026-04-16T09:53:45.280Z,7564
,raspberry-pi,gpio6,1,2026-04-16T09:53:50.029Z,17372
,raspberry-pi,gpio6,0,2026-04-16T09:53:50.350Z,743
,raspberry-pi,gpio6,1,2026-04-16T09:53:50.366Z,316
,raspberry-pi,gpio6,0,2026-04-16T09:53:50.486Z,17
,raspberry-pi,gpio6,1,2026-04-16T09:53:50.508Z,119
,raspberry-pi,gpio6,0,2026-04-16T09:53:50.514Z,23
,raspberry-pi,gpio6,1,2026-04-16T09:53:50.547Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:53:50.559Z,35
,raspberry-pi,gpio26,1,2026-04-16T09:53:50.982Z,18349
,raspberry-pi,gpio6,1,2026-04-16T09:53:51.016Z,461
,raspberry-pi,gpio6,0,2026-04-16T09:53:51.147Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:53:51.231Z,209
,raspberry-pi,gpio5,1,2026-04-16T09:53:51.250Z,18595
,raspberry-pi,gpio6,0,2026-04-16T09:53:51.272Z,26
,raspberry-pi,gpio5,0,2026-04-16T09:53:51.386Z,38
,raspberry-pi,gpio5,1,2026-04-16T09:53:51.703Z,115
,raspberry-pi,gpio26,0,2026-04-16T09:53:51.789Z,732
,raspberry-pi,gpio5,0,2026-04-16T09:53:51.795Z,403
,raspberry-pi,gpio17,0,2026-04-16T09:53:56.841Z,11548
,raspberry-pi,gpio17,1,2026-04-16T09:54:04.352Z,7524
,raspberry-pi,gpio6,1,2026-04-16T09:54:09.120Z,17111
,raspberry-pi,gpio6,0,2026-04-16T09:54:09.380Z,763
,raspberry-pi,gpio6,1,2026-04-16T09:54:09.608Z,255
,raspberry-pi,gpio6,0,2026-04-16T09:54:09.614Z,228
,raspberry-pi,gpio6,1,2026-04-16T09:54:09.642Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:54:09.672Z,28
,raspberry-pi,gpio26,1,2026-04-16T09:54:10.092Z,18379
,raspberry-pi,gpio6,1,2026-04-16T09:54:10.127Z,454
,raspberry-pi,gpio6,0,2026-04-16T09:54:10.279Z,35
,raspberry-pi,gpio5,1,2026-04-16T09:54:10.837Z,19042
,raspberry-pi,gpio5,0,2026-04-16T09:54:10.894Z,9
,raspberry-pi,gpio26,0,2026-04-16T09:54:10.899Z,807
,raspberry-pi,gpio17,0,2026-04-16T09:54:15.869Z,10557
,raspberry-pi,gpio17,1,2026-04-16T09:54:23.462Z,8551
,raspberry-pi,gpio6,1,2026-04-16T09:54:28.206Z,17341
,raspberry-pi,gpio6,0,2026-04-16T09:54:28.493Z,737
,raspberry-pi,gpio6,1,2026-04-16T09:54:28.635Z,283
,raspberry-pi,gpio6,0,2026-04-16T09:54:28.645Z,144
,raspberry-pi,gpio6,1,2026-04-16T09:54:28.666Z,8
,raspberry-pi,gpio6,0,2026-04-16T09:54:28.680Z,24
,raspberry-pi,gpio6,1,2026-04-16T09:54:28.685Z,11
,raspberry-pi,gpio6,0,2026-04-16T09:54:28.693Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:54:28.717Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:54:28.748Z,26
,raspberry-pi,gpio26,1,2026-04-16T09:54:29.211Z,18312
,raspberry-pi,gpio6,1,2026-04-16T09:54:29.241Z,518
,raspberry-pi,gpio6,0,2026-04-16T09:54:29.379Z,6
,raspberry-pi,gpio26,0,2026-04-16T09:54:29.744Z,173
,raspberry-pi,gpio26,1,2026-04-16T09:54:29.842Z,365
,raspberry-pi,gpio5,1,2026-04-16T09:54:29.931Z,19086
,raspberry-pi,gpio26,0,2026-04-16T09:54:29.940Z,189
,raspberry-pi,gpio5,0,2026-04-16T09:54:29.992Z,13
,raspberry-pi,gpio17,0,2026-04-16T09:54:35.284Z,11797
,raspberry-pi,gpio17,1,2026-04-16T09:54:42.527Z,7270
,raspberry-pi,gpio26,1,2026-04-16T09:54:45.662Z,15724
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.301Z,17429
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.523Z,634
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.528Z,217
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.538Z,7
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.547Z,13
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.551Z,4
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.558Z,7
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.574Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.578Z,15
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.586Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.792Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.800Z,209
,raspberry-pi,gpio6,1,2026-04-16T09:54:47.827Z,6
,raspberry-pi,gpio6,0,2026-04-16T09:54:47.849Z,27
,raspberry-pi,gpio6,1,2026-04-16T09:54:48.324Z,492
,raspberry-pi,gpio6,0,2026-04-16T09:54:48.489Z,10
,raspberry-pi,gpio5,1,2026-04-16T09:54:48.694Z,18550
,raspberry-pi,gpio5,0,2026-04-16T09:54:48.737Z,209
,raspberry-pi,gpio5,1,2026-04-16T09:54:49.037Z,37
,raspberry-pi,gpio5,0,2026-04-16T09:54:49.088Z,305
,raspberry-pi,gpio26,0,2026-04-16T09:54:49.105Z,3431
,raspberry-pi,gpio17,0,2026-04-16T09:54:54.358Z,11822
,raspberry-pi,gpio17,1,2026-04-16T09:55:01.629Z,7279
,raspberry-pi,gpio26,1,2026-04-16T09:55:04.552Z,15459
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.394Z,17233
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.692Z,837
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.764Z,294
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.789Z,74
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.799Z,22
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.803Z,10
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.874Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.891Z,73
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.919Z,14
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.934Z,31
,raspberry-pi,gpio6,1,2026-04-16T09:55:06.938Z,12
,raspberry-pi,gpio6,0,2026-04-16T09:55:06.944Z,6
,raspberry-pi,gpio6,1,2026-04-16T09:55:07.436Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:55:07.577Z,498
,raspberry-pi,gpio5,1,2026-04-16T09:55:08.136Z,18537
,raspberry-pi,gpio5,0,2026-04-16T09:55:08.187Z,564
,raspberry-pi,gpio26,0,2026-04-16T09:55:08.213Z,3641
,raspberry-pi,gpio17,0,2026-04-16T09:55:13.243Z,11605
,raspberry-pi,gpio17,1,2026-04-16T09:55:20.734Z,7499
,raspberry-pi,gpio26,1,2026-04-16T09:55:23.496Z,15303
,raspberry-pi,gpio6,1,2026-04-16T09:55:25.494Z,17064
,raspberry-pi,gpio6,0,2026-04-16T09:55:25.734Z,992
,raspberry-pi,gpio6,1,2026-04-16T09:55:25.744Z,237
,raspberry-pi,gpio6,0,2026-04-16T09:55:25.749Z,10
,raspberry-pi,gpio6,1,2026-04-16T09:55:25.754Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:55:25.759Z,5
,raspberry-pi,gpio6,1,2026-04-16T09:55:25.766Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:55:25.771Z,8
,raspberry-pi,gpio6,1,2026-04-16T09:55:25.970Z,4
,raspberry-pi,gpio6,0,2026-04-16T09:55:25.982Z,203
,raspberry-pi,gpio6,1,2026-04-16T09:55:26.026Z,8
,raspberry-pi,gpio6,0,2026-04-16T09:55:26.040Z,46
,raspberry-pi,gpio6,1,2026-04-16T09:55:26.532Z,12
,raspberry-pi,gpio6,0,2026-04-16T09:55:26.666Z,498
,raspberry-pi,gpio5,1,2026-04-16T09:55:26.874Z,18728
,raspberry-pi,gpio5,0,2026-04-16T09:55:26.995Z,9
,raspberry-pi,gpio5,1,2026-04-16T09:55:27.227Z,343
,raspberry-pi,gpio5,0,2026-04-16T09:55:27.286Z,10
,raspberry-pi,gpio26,0,2026-04-16T09:55:27.343Z,3794
,raspberry-pi,gpio17,0,2026-04-16T09:55:32.511Z,11622
,raspberry-pi,gpio26,1,2026-04-16T09:55:34.803Z,7513
,raspberry-pi,gpio17,1,2026-04-16T09:55:39.844Z,7489
,raspberry-pi,gpio17,0,2026-04-16T09:55:44.794Z,4913
,raspberry-pi,gpio22,0,2026-04-16T09:56:03.828Z,300744
,raspberry-pi,gpio25,1,2026-04-16T09:56:03.836Z,300744
,raspberry-pi,gpio26,0,2026-04-16T09:56:54.829Z,79104
,raspberry-pi,gpio6,1,2026-04-16T09:56:54.837Z,88295
,raspberry-pi,gpio26,1,2026-04-16T09:56:54.842Z,935
,raspberry-pi,gpio6,0,2026-04-16T09:56:54.857Z,12
,raspberry-pi,gpio6,1,2026-04-16T09:56:54.916Z,12
,raspberry-pi,gpio26,0,2026-04-16T09:56:54.923Z,81
,raspberry-pi,gpio6,0,2026-04-16T09:56:55.283Z,68
,raspberry-pi,gpio6,1,2026-04-16T09:58:12.894Z,77463
,raspberry-pi,gpio6,0,2026-04-16T09:58:13.994Z,1513
,raspberry-pi,gpio6,1,2026-04-16T09:58:14.027Z,96
,raspberry-pi,gpio26,1,2026-04-16T09:58:14.032Z,79109
,raspberry-pi,gpio6,0,2026-04-16T09:58:14.036Z,35
,raspberry-pi,gpio26,0,2026-04-16T09:58:14.053Z,11
,raspberry-pi,gpio17,1,2026-04-16T09:58:24.244Z,159487
,raspberry-pi,gpio6,1,2026-04-16T09:58:26.868Z,12222
,raspberry-pi,gpio6,0,2026-04-16T09:58:27.162Z,620
,raspberry-pi,gpio6,1,2026-04-16T09:58:27.170Z,292
,raspberry-pi,gpio6,0,2026-04-16T09:58:27.175Z,4
,raspberry-pi,gpio6,1,2026-04-16T09:58:27.198Z,5
,raspberry-pi,gpio6,0,2026-04-16T09:58:27.226Z,26
,raspberry-pi,gpio6,1,2026-04-16T09:58:27.268Z,26
